ID,Maths,Literature,Foreign_Language,Physics,Chemistry,Biology,History,Geography,Civic_Education
31000001,-1.0,5.25,-1.0,-1.0,-1.0,-1.0,5.75,5.0,-1.0
31000002,7.0,4.5,5.4,-1.0,-1.0,-1.0,6.0,6.5,6.25
31000003,6.8,6.25,6.6,-1.0,-1.0,-1.0,7.0,7.0,7.25
31000004,-1.0,7.75,-1.0,-1.0,-1.0,-1.0,9.5,8.5,-1.0
31000005,6.0,6.0,5.0,-1.0,-1.0,-1.0,5.75,6.0,7.5
31000006,2.6,5.0,4.6,-1.0,-1.0,-1.0,6.5,6.75,9.0
31000007,6.8,5.75,6.6,-1.0,-1.0,-1.0,7.75,6.0,6.5
31000008,6.2,6.0,5.0,-1.0,-1.0,-1.0,7.25,5.25,7.0
31000009,4.8,6.75,6.0,7.0,6.75,4.75,-1.0,-1.0,-1.0
31000010,6.2,5.75,6.8,-1.0,-1.0,-1.0,7.75,6.5,7.25
31000011,6.4,5.5,5.0,-1.0,-1.0,-1.0,7.5,5.75,7.25
31000012,7.6,8.5,7.0,-1.0,-1.0,-1.0,6.75,7.0,9.5
31000013,6.4,6.0,4.0,-1.0,-1.0,-1.0,8.0,6.25,7.25
31000014,8.2,6.5,4.6,7.75,8.0,6.75,-1.0,-1.0,-1.0
31000015,8.0,7.25,4.6,-1.0,-1.0,-1.0,8.25,6.5,8.0
31000016,7.8,8.5,6.0,-1.0,-1.0,-1.0,9.0,7.75,8.0
31000017,5.0,6.0,4.0,-1.0,-1.0,-1.0,9.25,7.75,7.75
31000018,7.0,7.25,6.0,-1.0,-1.0,-1.0,7.5,8.0,8.5
31000019,6.0,6.0,4.2,-1.0,-1.0,-1.0,8.0,8.0,8.5
31000020,7.6,7.75,6.6,-1.0,-1.0,-1.0,8.25,7.75,8.25
31000021,6.0,3.75,4.8,-1.0,-1.0,-1.0,6.75,4.75,7.5
31000022,7.6,-1.0,-1.0,7.75,7.75,-1.0,-1.0,-1.0,-1.0
31000023,6.8,5.25,4.8,-1.0,-1.0,-1.0,6.75,4.0,7.25
31000024,5.6,4.5,6.4,-1.0,-1.0,-1.0,5.25,5.25,4.75
31000025,5.4,6.75,4.6,-1.0,-1.0,-1.0,7.5,5.25,8.0
31000026,4.4,5.25,5.6,-1.0,-1.0,-1.0,7.75,7.75,6.5
31000027,7.8,6.75,7.6,7.75,7.75,4.5,-1.0,-1.0,-1.0
31000028,6.8,7.0,2.8,-1.0,-1.0,-1.0,7.25,7.5,9.25
31000029,5.2,6.25,3.8,-1.0,-1.0,-1.0,7.25,7.0,8.25
31000030,8.2,8.0,5.4,-1.0,-1.0,-1.0,9.5,7.75,9.0
31000031,5.6,5.0,3.8,-1.0,-1.0,-1.0,7.75,6.25,8.0
31000032,3.8,6.0,2.4,-1.0,-1.0,-1.0,5.75,3.25,6.0
31000033,3.4,6.0,2.8,-1.0,-1.0,-1.0,6.25,6.5,5.75
31000034,7.2,7.0,2.8,-1.0,-1.0,-1.0,8.25,7.25,8.25
31000035,6.2,6.0,3.6,-1.0,-1.0,-1.0,7.5,6.0,7.75
31000036,5.2,4.5,3.4,-1.0,-1.0,-1.0,4.25,4.0,5.5
31000037,4.8,4.75,3.4,-1.0,-1.0,-1.0,5.25,3.75,7.25
31000038,4.2,4.5,3.2,-1.0,-1.0,-1.0,8.0,7.25,8.5
31000039,7.4,7.75,5.2,7.5,8.25,6.25,-1.0,-1.0,-1.0
31000040,4.6,6.75,3.4,-1.0,-1.0,-1.0,8.0,5.0,7.75
31000041,6.2,7.75,4.4,-1.0,-1.0,-1.0,8.25,7.25,8.75
31000042,5.2,7.25,3.6,-1.0,-1.0,-1.0,5.75,7.0,7.75
31000043,5.0,6.5,1.2,-1.0,-1.0,-1.0,7.25,5.75,5.5
31000044,6.0,6.25,1.2,-1.0,-1.0,-1.0,8.25,6.75,8.0
31000045,5.6,6.75,2.6,-1.0,-1.0,-1.0,7.0,8.75,8.5
31000046,4.0,5.25,3.4,-1.0,-1.0,-1.0,8.25,6.5,8.25
