ID,Maths,Literature,Foreign_Language,Physics,Chemistry,Biology,History,Geography,Civic_Education
22000001,4.2,8.0,7.6,-1.0,-1.0,-1.0,8.75,9.25,7.75
22000002,7.0,8.25,6.4,-1.0,-1.0,-1.0,9.0,9.25,8.25
22000003,8.4,3.5,8.0,8.75,4.25,2.75,-1.0,-1.0,-1.0
22000005,7.2,7.25,8.0,-1.0,-1.0,-1.0,9.0,9.25,9.0
22000006,7.4,8.25,8.4,-1.0,-1.0,-1.0,6.0,7.5,8.25
22000007,8.0,3.5,7.0,6.25,6.5,4.0,-1.0,-1.0,-1.0
22000008,9.2,7.5,8.2,8.5,6.75,6.75,-1.0,-1.0,-1.0
22000009,8.0,5.0,6.2,6.5,5.75,5.5,-1.0,-1.0,-1.0
22000010,8.6,5.0,5.0,6.5,9.75,8.75,-1.0,-1.0,-1.0
22000011,8.2,6.0,6.0,6.75,7.75,4.75,-1.0,-1.0,-1.0
22000012,8.0,7.0,9.2,8.75,2.25,5.0,-1.0,-1.0,-1.0
22000013,3.2,8.0,4.6,-1.0,-1.0,-1.0,9.5,9.25,6.75
22000014,8.0,8.25,8.8,-1.0,-1.0,-1.0,7.25,8.0,8.25
22000015,8.8,6.0,7.8,7.5,7.0,6.0,-1.0,-1.0,-1.0
22000016,8.4,6.5,7.2,8.0,8.0,7.0,-1.0,-1.0,-1.0
22000017,7.2,8.25,9.2,-1.0,-1.0,-1.0,6.0,8.0,9.0
22000018,7.8,4.5,6.4,5.75,8.5,7.0,-1.0,-1.0,-1.0
22000019,6.2,7.75,9.2,-1.0,-1.0,-1.0,5.75,7.25,7.5
22000020,7.8,9.0,8.8,-1.0,-1.0,-1.0,6.0,5.75,7.25
22000021,5.6,8.25,7.2,-1.0,-1.0,-1.0,8.0,8.25,7.5
22000022,7.4,7.75,8.2,-1.0,-1.0,-1.0,6.75,6.75,7.5
22000023,8.0,6.25,5.6,4.0,8.0,8.75,-1.0,-1.0,-1.0
22000024,8.8,7.75,6.2,8.5,9.5,8.5,-1.0,-1.0,-1.0
