ID,Maths,Literature,Foreign_Language,Physics,Chemistry,Biology,History,Geography,Civic_Education
60000001,8.0,8.0,8.2,9.0,8.25,4.75,-1.0,-1.0,-1.0
60000002,8.4,8.0,8.6,7.25,8.5,8.75,-1.0,-1.0,-1.0
60000003,8.2,6.25,6.6,7.75,7.75,4.5,-1.0,-1.0,-1.0
60000004,7.2,8.0,5.8,8.25,7.25,5.0,-1.0,-1.0,-1.0
60000005,6.4,7.0,6.8,-1.0,-1.0,-1.0,5.0,6.75,7.5
60000006,5.8,6.25,5.0,5.0,7.25,4.25,-1.0,-1.0,-1.0
60000007,8.4,7.5,8.4,8.25,7.5,5.25,-1.0,-1.0,-1.0
60000008,7.4,6.0,5.8,6.0,4.25,7.0,-1.0,-1.0,-1.0
60000009,7.4,7.25,5.2,6.0,6.5,4.25,-1.0,-1.0,-1.0
60000010,7.6,6.0,3.8,7.25,6.75,4.5,-1.0,-1.0,-1.0
60000011,8.2,7.0,7.2,6.75,5.0,5.25,-1.0,-1.0,-1.0
60000012,7.4,6.75,8.0,6.25,4.75,4.75,-1.0,-1.0,-1.0
60000013,8.0,9.0,6.6,6.75,7.5,8.25,-1.0,-1.0,-1.0
60000014,5.6,6.25,5.6,-1.0,-1.0,-1.0,5.25,6.0,8.25
60000015,7.8,6.5,5.6,5.75,6.0,5.25,-1.0,-1.0,-1.0
60000016,8.2,6.0,8.2,5.75,8.5,5.75,-1.0,-1.0,-1.0
60000017,8.4,8.0,4.6,7.5,8.75,5.0,-1.0,-1.0,-1.0
60000018,8.0,7.25,8.2,-1.0,-1.0,-1.0,7.5,6.5,7.75
60000019,7.4,6.25,6.8,6.75,7.75,4.25,-1.0,-1.0,-1.0
60000020,8.8,6.5,6.0,8.25,8.5,4.75,-1.0,-1.0,-1.0
60000021,5.4,5.25,4.0,5.0,5.0,3.0,-1.0,-1.0,-1.0
60000022,7.6,6.0,7.0,7.0,4.25,4.0,-1.0,-1.0,-1.0
60000023,9.0,7.75,7.0,7.75,6.25,6.25,-1.0,-1.0,-1.0
60000024,5.0,6.0,2.0,-1.0,-1.0,-1.0,5.5,4.0,5.25
60000025,7.8,7.25,5.8,6.5,5.5,5.0,-1.0,-1.0,-1.0
60000026,5.4,7.0,4.6,-1.0,-1.0,-1.0,4.75,5.75,8.25
60000027,8.4,6.0,8.8,9.0,6.5,5.25,-1.0,-1.0,-1.0
60000028,8.8,8.5,8.2,7.25,4.75,6.25,-1.0,-1.0,-1.0
60000029,8.4,7.5,7.4,8.75,8.5,4.25,-1.0,-1.0,-1.0
