ID,Maths,Literature,Foreign_Language,Physics,Chemistry,Biology,History,Geography,Civic_Education
39000001,4.6,6.25,3.0,-1.0,-1.0,-1.0,5.75,5.0,7.75
39000002,3.8,6.5,4.4,-1.0,-1.0,-1.0,8.0,7.0,8.5
39000003,3.2,5.5,3.4,-1.0,-1.0,-1.0,4.0,4.75,5.0
39000004,8.4,6.5,7.4,7.0,8.25,8.0,-1.0,-1.0,-1.0
39000005,9.0,4.25,1.8,9.25,9.0,2.75,-1.0,-1.0,-1.0
39000006,5.8,3.75,3.0,-1.0,-1.0,-1.0,4.75,5.25,7.5
39000007,4.6,4.25,2.2,-1.0,-1.0,-1.0,4.0,5.75,6.5
39000008,7.0,5.5,4.8,-1.0,-1.0,-1.0,4.5,6.25,7.0
39000009,8.4,5.75,8.8,7.0,8.5,4.0,-1.0,-1.0,-1.0
39000010,2.4,4.0,2.6,-1.0,-1.0,-1.0,4.0,5.5,5.5
39000011,4.8,6.0,5.6,-1.0,-1.0,-1.0,5.5,6.25,8.0
39000012,5.4,4.5,2.4,-1.0,-1.0,-1.0,5.5,6.0,5.75
39000013,3.2,5.0,2.0,-1.0,-1.0,-1.0,4.0,5.5,4.75
39000014,8.0,7.5,7.4,-1.0,-1.0,-1.0,8.75,9.0,9.0
39000015,6.8,6.25,5.2,-1.0,-1.0,-1.0,7.0,8.5,9.5
39000016,5.4,6.5,3.6,-1.0,-1.0,-1.0,6.5,7.0,8.5
39000017,6.6,4.75,4.0,-1.0,-1.0,-1.0,6.0,7.0,8.0
39000018,4.6,4.75,3.0,-1.0,-1.0,-1.0,6.5,6.5,8.0
39000019,2.0,3.5,3.2,-1.0,-1.0,-1.0,4.0,4.25,4.75
39000020,4.6,4.0,3.0,-1.0,-1.0,-1.0,4.5,5.25,5.75
39000021,6.6,6.75,4.6,-1.0,-1.0,-1.0,7.0,7.0,7.75
39000022,7.8,5.25,6.0,-1.0,-1.0,-1.0,6.0,7.25,7.75
