ID,Maths,Literature,Foreign_Language,Physics,Chemistry,Biology,History,Geography,Civic_Education
11000001,3.8,6.75,2.2,-1.0,-1.0,-1.0,4.75,6.25,7.25
11000002,9.0,8.0,6.4,8.75,8.0,6.75,-1.0,-1.0,-1.0
11000003,5.6,7.25,3.0,4.5,5.5,5.25,-1.0,-1.0,-1.0
11000004,7.0,7.0,5.4,5.75,6.0,4.5,-1.0,-1.0,-1.0
11000005,4.4,4.75,2.2,-1.0,-1.0,-1.0,4.5,4.25,5.5
11000006,6.2,6.5,4.2,-1.0,-1.0,-1.0,6.75,7.5,8.5
11000007,6.2,7.0,4.0,-1.0,-1.0,-1.0,6.0,7.0,8.25
11000008,5.4,7.25,1.8,-1.0,-1.0,-1.0,8.0,7.0,7.75
11000009,4.0,5.25,-1.0,-1.0,-1.0,-1.0,5.75,6.75,-1.0
11000010,5.6,5.5,2.4,-1.0,-1.0,-1.0,8.25,7.25,8.0
11000011,5.4,5.5,4.0,-1.0,-1.0,-1.0,8.25,7.25,8.25
11000012,5.8,8.0,4.0,-1.0,-1.0,-1.0,7.0,8.25,9.25
11000013,5.4,5.5,2.4,-1.0,-1.0,-1.0,5.25,5.75,8.5
11000014,3.4,7.25,5.6,-1.0,-1.0,-1.0,8.75,7.0,8.5
11000015,4.2,5.5,2.4,-1.0,-1.0,-1.0,4.0,5.5,7.0
11000016,4.4,5.0,2.8,-1.0,-1.0,-1.0,6.75,6.25,8.0
11000017,4.8,6.5,3.6,-1.0,-1.0,-1.0,5.5,6.25,8.25
11000018,2.4,3.5,-1.0,-1.0,-1.0,-1.0,3.25,3.5,-1.0
11000019,5.0,5.5,3.4,-1.0,-1.0,-1.0,3.25,6.5,8.5
11000020,5.6,7.5,3.2,-1.0,-1.0,-1.0,7.25,8.0,8.75
11000021,7.2,7.91,4.4,-1.0,-1.0,-1.0,9.75,8.75,9.25
11000022,6.2,7.75,3.0,-1.0,-1.0,-1.0,8.0,8.0,9.5
11000023,3.4,5.0,3.0,-1.0,-1.0,-1.0,4.0,4.5,8.5
11000024,5.8,7.75,4.0,-1.0,-1.0,-1.0,9.5,7.5,8.75
11000025,5.2,6.5,3.0,-1.0,-1.0,-1.0,6.75,7.25,7.25
11000026,6.2,8.5,3.8,-1.0,-1.0,-1.0,7.5,7.5,9.0
11000027,5.6,6.0,3.2,-1.0,-1.0,-1.0,6.5,7.5,7.75
11000028,5.4,5.0,3.0,-1.0,-1.0,-1.0,6.75,6.0,7.25
11000029,6.0,6.0,4.2,-1.0,-1.0,-1.0,8.0,7.25,8.5
11000030,6.6,7.0,4.0,-1.0,-1.0,-1.0,7.75,6.75,8.25
11000031,5.0,5.25,3.6,-1.0,-1.0,-1.0,5.75,5.25,6.25
