ID,Maths,Literature,Foreign_Language,Physics,Chemistry,Biology,History,Geography,Civic_Education
41000001,4.6,6.5,4.8,-1.0,-1.0,-1.0,8.75,8.75,8.5
41000002,6.4,3.5,4.4,7.0,7.0,7.5,-1.0,-1.0,-1.0
41000003,3.0,5.75,2.4,-1.0,-1.0,-1.0,5.25,4.5,4.5
41000004,4.4,5.75,3.2,-1.0,-1.0,-1.0,7.5,5.75,8.25
41000005,3.6,7.25,3.6,-1.0,-1.0,-1.0,6.0,5.5,8.0
41000006,6.2,6.5,3.6,-1.0,-1.0,-1.0,4.0,5.75,7.5
41000007,3.0,5.75,2.6,-1.0,-1.0,-1.0,4.25,5.25,6.0
41000008,-1.0,6.0,-1.0,-1.0,-1.0,-1.0,8.25,7.0,-1.0
41000009,3.8,2.5,-1.0,-1.0,-1.0,-1.0,3.75,3.75,-1.0
41000010,2.0,5.5,2.0,-1.0,-1.0,-1.0,5.25,7.25,7.0
41000011,5.6,5.75,2.2,-1.0,-1.0,-1.0,3.0,6.0,7.5
41000012,7.8,4.5,5.8,6.75,7.5,6.5,-1.0,-1.0,-1.0
41000013,2.4,3.25,2.0,-1.0,-1.0,-1.0,3.25,5.75,-1.0
41000014,2.4,4.75,3.8,-1.0,-1.0,-1.0,5.5,6.0,6.5
41000015,2.8,6.25,2.2,-1.0,-1.0,-1.0,4.5,4.75,7.0
41000016,2.0,2.75,2.8,-1.0,-1.0,-1.0,5.25,6.25,5.75
41000017,7.2,7.5,5.0,-1.0,-1.0,-1.0,8.0,7.25,8.5
41000018,4.8,5.0,2.4,-1.0,-1.0,-1.0,6.5,6.0,6.25
41000019,2.6,2.0,-1.0,-1.0,-1.0,-1.0,4.75,3.75,-1.0
41000020,-1.0,7.0,-1.0,-1.0,-1.0,-1.0,7.75,7.25,2.5
41000021,2.4,5.5,2.6,-1.0,-1.0,-1.0,4.5,5.5,7.25
41000022,5.2,6.5,2.0,-1.0,-1.0,-1.0,7.0,6.75,7.5
41000023,4.0,6.25,3.0,-1.0,-1.0,-1.0,5.25,7.25,7.75
41000024,3.8,6.75,3.6,-1.0,-1.0,-1.0,5.5,6.0,8.25
41000026,6.2,7.0,3.4,-1.0,-1.0,-1.0,5.0,5.0,7.5
41000027,2.8,4.5,-1.0,-1.0,-1.0,-1.0,3.25,3.5,-1.0
41000028,4.0,5.25,2.8,-1.0,-1.0,-1.0,6.5,6.25,6.75
41000029,5.0,6.75,-1.0,-1.0,-1.0,-1.0,8.5,6.75,-1.0
41000030,6.8,6.25,4.4,6.0,3.5,4.25,-1.0,-1.0,-1.0
41000031,2.0,5.75,2.6,-1.0,-1.0,-1.0,3.5,4.5,7.25
41000032,3.2,7.5,2.6,-1.0,-1.0,-1.0,4.0,5.5,7.25
41000033,2.4,4.5,1.8,-1.0,-1.0,-1.0,1.75,4.5,5.25
41000034,2.8,3.0,3.4,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
41000035,5.2,5.5,2.0,-1.0,-1.0,-1.0,5.5,6.5,7.75
41000036,3.0,4.5,-1.0,-1.0,-1.0,-1.0,4.75,4.75,-1.0
41000037,3.0,3.75,-1.0,-1.0,-1.0,-1.0,3.5,5.0,-1.0
41000038,2.4,4.75,2.8,-1.0,-1.0,-1.0,4.0,5.25,6.0
41000039,8.8,8.0,5.8,6.75,6.0,5.25,-1.0,-1.0,-1.0
41000040,2.4,2.5,2.0,-1.0,-1.0,-1.0,3.75,3.0,5.5
41000041,1.8,5.0,-1.0,-1.0,-1.0,-1.0,4.5,4.5,-1.0
41000042,3.8,2.25,-1.0,-1.0,-1.0,-1.0,4.0,7.0,-1.0
41000043,3.2,6.0,2.0,-1.0,-1.0,-1.0,4.5,4.5,5.75
41000044,7.6,8.5,3.0,5.25,4.75,5.25,-1.0,-1.0,-1.0
41000045,5.6,6.5,2.4,-1.0,-1.0,-1.0,6.0,5.5,7.0
41000046,2.8,5.75,2.0,-1.0,-1.0,-1.0,4.75,6.0,6.25
41000047,2.4,4.0,3.2,-1.0,-1.0,-1.0,2.5,4.0,5.0
41000048,1.2,4.0,1.4,-1.0,-1.0,-1.0,4.5,4.5,5.0
41000049,8.0,5.75,6.4,8.0,4.5,4.25,-1.0,-1.0,-1.0
41000050,3.8,4.25,2.2,-1.0,-1.0,-1.0,5.0,5.0,5.25
41000051,8.2,7.0,-1.0,-1.0,-1.0,-1.0,9.5,-1.0,-1.0
41000052,3.6,6.25,4.2,-1.0,-1.0,-1.0,5.25,6.0,8.25
41000053,6.4,7.0,2.4,-1.0,-1.0,-1.0,8.75,9.25,8.25
41000054,3.2,4.75,2.4,-1.0,-1.0,-1.0,6.25,6.5,7.75
41000055,2.8,2.75,1.8,-1.0,-1.0,-1.0,5.0,4.5,4.0
41000056,2.8,1.25,-1.0,-1.0,-1.0,-1.0,3.25,2.25,-1.0
41000057,4.4,5.25,2.4,-1.0,-1.0,-1.0,5.5,5.75,6.75
41000058,3.8,2.75,3.2,-1.0,-1.0,-1.0,2.5,4.0,4.75
41000059,2.6,3.0,-1.0,-1.0,-1.0,-1.0,3.0,3.0,-1.0
41000060,5.0,6.25,2.6,-1.0,-1.0,-1.0,6.25,4.75,7.75
41000061,3.4,6.75,1.8,-1.0,-1.0,-1.0,5.5,4.75,7.5
