ID,Maths,Literature,Foreign_Language,Physics,Chemistry,Biology,History,Geography,Civic_Education
59000001,8.0,8.5,7.8,8.0,7.0,6.75,-1.0,-1.0,-1.0
59000002,8.2,7.5,6.6,7.75,8.5,8.25,-1.0,-1.0,-1.0
59000003,7.8,6.75,-1.0,-1.0,-1.0,-1.0,7.75,-1.0,-1.0
59000004,8.2,7.5,4.8,7.5,8.25,7.25,-1.0,-1.0,-1.0
59000005,8.0,7.75,5.8,7.5,4.75,4.5,-1.0,-1.0,-1.0
59000006,8.2,8.5,9.2,8.0,7.0,5.0,-1.0,-1.0,-1.0
59000007,7.6,-1.0,-1.0,-1.0,7.5,6.75,-1.0,-1.0,-1.0
59000008,8.2,8.0,8.0,6.0,7.75,5.5,-1.0,-1.0,-1.0
59000009,6.8,4.5,6.8,2.0,4.75,3.0,-1.0,-1.0,-1.0
59000010,7.6,7.0,8.4,5.25,7.5,5.75,-1.0,-1.0,-1.0
59000011,9.0,6.0,8.0,5.5,7.75,8.0,-1.0,-1.0,-1.0
59000012,8.6,7.0,8.0,6.75,6.5,3.25,-1.0,-1.0,-1.0
59000013,7.6,6.5,6.4,7.5,5.5,4.75,-1.0,-1.0,-1.0
59000014,7.4,-1.0,-1.0,-1.0,6.25,5.0,-1.0,-1.0,-1.0
59000015,-1.0,5.0,-1.0,-1.0,-1.0,-1.0,3.5,6.5,-1.0
59000016,8.2,7.0,7.2,5.0,8.5,8.25,-1.0,-1.0,-1.0
59000017,7.2,7.25,7.2,4.5,8.25,3.25,-1.0,-1.0,-1.0
59000018,6.2,8.75,8.6,-1.0,-1.0,-1.0,9.75,6.5,7.25
59000019,-1.0,5.75,-1.0,-1.0,-1.0,-1.0,7.0,7.25,-1.0
59000020,5.4,6.5,-1.0,-1.0,-1.0,-1.0,8.5,-1.0,-1.0
59000021,7.2,6.75,4.2,4.25,8.75,6.5,-1.0,-1.0,-1.0
59000022,-1.0,7.0,5.6,-1.0,-1.0,-1.0,8.0,-1.0,-1.0
59000024,8.2,-1.0,-1.0,-1.0,6.5,6.75,-1.0,-1.0,-1.0
59000025,7.8,8.5,7.4,7.75,7.5,5.25,-1.0,-1.0,-1.0
59000026,8.6,7.0,9.8,8.75,8.0,4.75,-1.0,-1.0,-1.0
59000027,8.0,8.75,6.0,6.0,6.75,6.75,-1.0,-1.0,-1.0
59000028,7.4,8.75,8.2,-1.0,-1.0,-1.0,6.25,6.25,7.5
59000029,8.6,7.5,8.2,8.0,4.75,5.0,-1.0,-1.0,-1.0
59000030,8.6,7.75,7.8,8.0,8.5,6.5,-1.0,-1.0,-1.0
59000031,9.0,8.5,7.4,7.5,9.75,9.25,-1.0,-1.0,-1.0
59000032,8.4,7.0,8.2,8.5,4.0,4.5,-1.0,-1.0,-1.0
59000033,7.8,-1.0,-1.0,7.0,7.75,-1.0,-1.0,-1.0,-1.0
59000034,-1.0,4.75,-1.0,-1.0,-1.0,-1.0,4.25,4.75,-1.0
59000035,8.6,5.5,4.6,5.75,7.75,7.5,-1.0,-1.0,-1.0
59000036,7.8,5.0,6.2,7.25,4.75,4.75,-1.0,-1.0,-1.0
59000037,8.8,6.0,9.2,7.0,6.5,5.75,-1.0,-1.0,-1.0
59000038,8.6,5.5,7.8,8.5,5.25,4.5,-1.0,-1.0,-1.0
59000039,8.4,6.5,7.8,6.25,8.0,8.5,-1.0,-1.0,-1.0
59000040,8.0,6.5,7.6,-1.0,-1.0,-1.0,8.25,8.25,8.75
59000041,9.0,8.25,7.4,6.5,7.25,6.0,-1.0,-1.0,-1.0
59000042,8.6,7.5,7.2,7.5,8.75,5.5,-1.0,-1.0,-1.0
59000043,8.2,8.0,8.8,8.25,4.75,6.0,-1.0,-1.0,-1.0
59000044,8.6,8.0,9.2,6.75,7.75,5.0,-1.0,-1.0,-1.0
59000045,6.6,5.5,8.2,5.25,4.25,5.5,-1.0,-1.0,-1.0
59000046,7.2,5.5,-1.0,-1.0,-1.0,-1.0,5.75,-1.0,-1.0
59000047,7.0,7.0,-1.0,-1.0,-1.0,-1.0,8.5,-1.0,-1.0
